Shields stress,slope (m/m),median grain size (cm),flow depth (cm),density (g/cm3),Re (reported),Re (calculated),Flow velocity(m/s),phi,Incipient Motion
0.022,1.10E-03,0.43,14.33,2.66,198,168.6671864,nan,0.31,Visual
0.026,2.16E-03,0.43,8.6,2.66,213,183.3818878,nan,0.31,Visual
0.024,4.78E-03,0.43,3.58,2.66,207,176.105652,nan,0.31,Visual
0.032,1.01E-02,0.43,2.26,2.66,235,203.3019511,nan,0.31,Visual
0.019,1.26E-03,0.31,7.75,2.66,110,95.95915679,nan,0.33,Visual
0.028,2.32E-03,0.31,6.2,2.66,135,116.4899981,nan,0.33,Visual
0.029,4.81E-03,0.31,3.1,2.66,137,118.5519281,nan,0.33,Visual
0.037,9.83E-03,0.31,1.94,2.66,156,133.9955865,nan,0.33,Visual
0.024,1.20E-03,0.22,7.33,2.66,75,64.46262673,nan,0.35,Visual
0.028,2.32E-03,0.22,4.4,2.66,82,69.64342461,nan,0.35,Visual
0.029,4.81E-03,0.22,2.2,2.66,82,70.8761473,nan,0.35,Visual
0.035,9.88E-03,0.22,1.29,2.66,90,77.73974303,nan,0.35,Visual
0.022,1.10E-03,0.14,4.67,2.66,37,31.34913237,nan,0.31,Visual
0.023,2.29E-03,0.14,2.33,2.66,37,32.0193581,nan,0.31,Visual
0.026,4.75E-03,0.14,1.27,2.66,39,34.03141402,nan,0.31,Visual
0.03,9.96E-03,0.14,0.7,2.66,43,36.59483242,nan,0.31,Visual
0.021,1.05E-03,0.38,12.67,2.66,158,136.9333587,nan,0.36,Visual
0.023,2.29E-03,0.38,6.33,2.66,165,143.2491576,nan,0.36,Visual
0.033,4.93E-03,0.38,4.22,2.66,198,171.5872953,nan,0.36,Visual
0.034,9.59E-03,0.38,2.24,2.66,204,174.3968382,nan,0.36,Visual
0.026,1.29E-03,0.17,5.67,2.66,53,45.59894913,nan,0.45,Visual
0.028,2.32E-03,0.17,3.4,2.66,55,47.30635425,nan,0.45,Visual
0.026,4.75E-03,0.17,1.55,2.66,53,45.65253193,nan,0.45,Visual
0.03,9.96E-03,0.17,0.85,2.66,57,48.9667287,nan,0.45,Visual
0.033,5.54E-04,0.32,32,2.68,133,133.428811,nan,0.12,Visual
0.032,1.08E-03,0.27,13.5,2.68,101,101.8329474,nan,0.15,Visual
0.037,1.24E-03,0.38,19,2.68,183,182.8285166,nan,0.16,Visual
0.03,5.04E-04,0.36,36,2.68,151,151.8035952,nan,0.15,Visual
0.039,1.97E-03,0.366,12.2,2.68,178,177.4277766,nan,0.13,Visual
0.04,4.03E-03,0.366,6.1,2.68,179,179.6880942,nan,0.13,Visual
0.037,3.73E-03,0.85,14.17,2.68,609,611.7134319,nan,0.19,Visual
0.05,8.40E-03,0.74,7.4,2.68,575,577.5641928,nan,0.28,Visual
0.047,7.90E-03,0.85,8.5,2.68,686,689.3582799,nan,0.23,Visual
0.04,8.74E-03,0.314,2.42,2.68,142,142.9245,nan,0.314,Visual
0.033,5.54E-04,0.186,18.6,2.68,59,59.12811922,nan,0.33,Visual
0.025,4.20E-04,0.314,31.4,2.68,113,112.8839389,nan,0.15,Visual
0.033,1.11E-03,0.31,15.5,2.68,127,127.2234561,nan,0.17,Visual
0.038,1.92E-03,0.366,12.2,2.68,176,175.13829,nan,0.13,Visual
0.04,1.34E-03,0.306,15.3,2.68,137,137.3661778,nan,0.19,Visual
0.04,1.34E-03,0.258,12.9,2.68,106,106.3474873,nan,0.18,Visual
0.048,4.03E-03,0.261,5.22,2.68,119,118.5356699,nan,0.2,Visual
0.05,4.20E-03,0.404,8.08,2.68,233,232.9832658,nan,0.22,Visual
0.043,7.22E-03,0.434,4.34,2.68,241,240.5672484,nan,0.22,Visual
0.043,7.95E-03,0.21,1.91,2.68,81,80.99052747,nan,0.16,Visual
0.043,7.22E-03,0.314,3.14,2.68,147,148.045898,nan,0.15,Visual
0.036,1.73E-04,0.04,13.33,2.6,6,6.009799358,nan,0.42,Visual
0.097,1.44E-04,0.0102,11.33,2.65,1.3,1.289963015,nan,0.19,Visual
0.126,2.08E-04,0.0102,10.2,2.65,1.5,1.470417085,nan,0.19,Visual
0.12,1.98E-04,0.0102,10.2,2.65,1.5,1.43498014,nan,0.19,Visual
0.226,1.68E-04,0.0037,7.4,2.49,0.43,0.408849036,nan,0.25,Visual
0.228,1.70E-04,0.0037,7.4,2.49,0.43,0.410654117,nan,0.25,Visual
0.03,1.85E-03,0.62,15.5,2.54,328,328.4895512,nan,0.48,Visual
0.032,1.97E-03,0.62,15.5,2.54,340,339.2625497,nan,0.48,Visual
0.03,2.31E-03,0.62,12.4,2.54,327,328.4895512,nan,0.48,Visual
0.041,3.16E-03,0.62,12.4,2.54,382,384.0191313,nan,0.48,Visual
0.038,3.51E-03,0.62,10.33,2.54,372,369.6431581,nan,0.48,Visual
0.032,3.45E-03,0.62,8.86,2.54,339,339.3172651,nan,0.48,Visual
0.036,3.88E-03,0.62,8.86,2.54,359,359.9003086,nan,0.48,Visual
0.032,5.42E-03,0.62,5.64,2.54,337,339.3719716,nan,0.48,Visual
0.023,4.25E-03,0.62,5.17,2.54,289,287.7165873,nan,0.48,Visual
0.05,3.80E-03,0.85,17,2.52,675,676.3137585,nan,0.48,Visual
0.056,5.96E-03,0.85,12.14,2.52,713,715.6589953,nan,0.48,Visual
0.037,7.87E-03,0.85,6.07,2.52,584,581.7186438,nan,0.48,Visual
0.039,1.66E-02,0.85,3.04,2.52,595,597.7256164,nan,0.48,Visual
0.037,6.19E-03,2,18.18,2.52,2099,2099.708332,nan,0.48,Visual
0.031,6.60E-03,2,14.29,2.52,1938,1922.320541,nan,0.48,Visual
0.036,9.85E-03,2,11.11,2.52,2066,2071.13954,nan,0.48,Visual
0.031,1.08E-02,2,8.7,2.52,1935,1922.512706,nan,0.48,Visual
0.027,1.35E-02,2,6.06,2.52,1802,1793.659457,nan,0.48,Visual
0.032,1.90E-02,2,5.13,2.52,1950,1953.128434,nan,0.48,Visual
0.031,2.59E-02,2,3.64,2.52,1928,1922.993034,nan,0.48,Visual
0.037,1.65E-03,0.5,16.67,2.49,259,259.899513,nan,0,Visual
0.039,2.32E-03,0.5,12.5,2.49,266,266.8047039,nan,0,Visual
0.042,2.50E-03,0.5,12.5,2.49,278,276.8763262,nan,0,Visual
0.038,2.26E-03,0.5,12.5,2.49,264,263.3619183,nan,0,Visual
0.037,2.76E-03,0.5,10,2.49,261,259.8735269,nan,0,Visual
0.027,3.22E-03,0.5,6.25,2.49,221,221.9949324,nan,0,Visual
0.026,2.15E-04,0.03,6,2.65,3.4,3.369174973,nan,1.26,Visual
0.023,2.28E-03,0.357,5.95,2.65,145,130.0832121,nan,0.25,Visual
0.027,3.56E-03,0.357,4.46,2.65,157,140.9021211,nan,0.25,Visual
0.029,9.09E-03,0.357,1.88,2.65,162,146.1093303,nan,0.25,Visual
0.023,1.14E-03,0.179,5.97,2.65,51,46.19763592,nan,0.25,Visual
0.025,1.65E-03,0.179,4.47,2.65,54,48.12400935,nan,0.25,Visual
0.019,1.88E-03,0.179,2.98,2.65,47,41.9535387,nan,0.25,Visual
0.017,2.24E-03,0.179,2.24,2.65,44,39.72843928,nan,0.25,Visual
0.017,2.81E-04,0.0895,8.95,2.65,16,14.03828398,nan,0.25,Visual
0.021,6.93E-04,0.0895,4.47,2.65,17,15.5939613,nan,0.25,Visual
0.018,5.94E-04,0.0895,4.47,2.65,16,14.4372028,nan,0.25,Visual
0.02,1.32E-03,0.0895,2.24,2.65,17,15.235161,nan,0.25,Visual
0.02,1.98E-04,0.0508,8.47,2.65,7.2,6.512549697,nan,0.25,Visual
0.024,3.56E-04,0.0508,5.64,2.65,8,7.129928091,nan,0.25,Visual
0.022,3.63E-04,0.0508,5.08,2.65,7.7,6.829075573,nan,0.25,Visual
0.025,8.25E-04,0.0508,2.54,2.65,8.1,7.279819021,nan,0.25,Visual
0.029,2.39E-04,0.0359,7.18,2.65,5.2,4.657959217,nan,0.25,Visual
0.026,4.13E-04,0.0359,5.98,3.65,4.9,5.587831667,nan,0.25,Visual
0.027,4.01E-04,0.0359,3.99,2.65,5.1,4.495096745,nan,0.25,Visual
0.023,1.52E-03,0.0359,0.9,2.65,4.6,4.153982159,nan,0.25,Visual
0.032,1.58E-04,0.0254,8.47,2.65,3.3,2.912500766,nan,0.25,Visual
0.035,2.31E-04,0.0254,6.35,2.65,3.4,3.045366788,nan,0.25,Visual
0.041,5.41E-04,0.0254,3.18,2.65,3.7,3.298672565,nan,0.25,Visual
0.039,1.29E-04,0.018,9,2.65,2.1,1.917768015,nan,0.25,Visual
0.046,3.80E-04,0.018,3.6,2.65,2.3,2.08277657,nan,0.25,Visual
0.052,1.72E-04,0.0127,6.35,2.65,1.5,1.312388038,nan,0.25,Visual
0.052,1.72E-04,0.0127,6.35,2.65,1.5,1.312388038,nan,0.25,Visual
0.04,6.60E-04,0.0127,1.27,2.65,1.3,1.151040453,nan,0.25,Visual
0.056,6.22E-04,0.018,6,4.7,3.9,3.441253539,nan,0.25,Visual
0.056,1.04E-03,0.018,3.6,4.7,3.9,3.441253539,nan,0.25,Visual
0.062,1.38E-03,0.018,3,4.7,4.1,3.620916436,nan,0.25,Visual
0.058,4.29E-04,0.0127,6.35,4.7,2.3,2.075551329,nan,0.25,Visual
0.06,4.44E-04,0.0127,6.35,4.7,2.4,2.111033409,nan,0.25,Visual
0.059,6.55E-04,0.0127,4.23,4.7,2.4,2.092543224,nan,0.25,Visual
0.063,9.32E-04,0.0127,3.18,4.7,2.4,2.164868151,nan,0.25,Visual
0.057,2.11E-04,0.009,9,4.7,1.4,1.227481886,nan,0.25,Visual
0.07,5.18E-04,0.009,4.5,4.7,1.5,1.360274899,nan,0.25,Visual
0.058,4.29E-04,0.009,4.5,4.7,1.4,1.238202455,nan,0.25,Visual
0.081,1.20E-03,0.009,2.25,4.7,1.6,1.463255528,nan,0.25,Visual
0.039,6.40E-04,0.09,9,2.64,18,21.37622586,nan,0.25,Visual
0.038,1.25E-03,0.18,9,2.64,48,59.68092117,nan,0.25,Visual
0.047,3.08E-03,0.33,8.25,2.64,127,164.7611447,nan,0.25,Visual
0.043,3.08E-03,0.18,9,4.58,74,93.79885492,nan,0.25,Visual
0.039,1.33E-04,0.15,15,1.34,16,20.94217037,nan,0.25,Visual
0.031,5.08E-04,0.09,9,2.64,16,19.05809875,nan,0.25,Visual
0.03,9.84E-04,0.18,9,2.64,43,53.02789002,nan,0.25,Visual
0.037,2.43E-03,0.33,8.25,2.64,114,146.18632,nan,0.25,Visual
0.035,2.51E-03,0.18,9,4.58,67,84.62473681,nan,0.25,Visual
0.031,1.05E-04,0.15,15,1.34,14,18.67111405,nan,0.25,Visual
0.027,4.43E-04,0.09,9,2.64,14,17.78609502,nan,0.25,Visual
0.026,8.53E-04,0.18,9,2.64,39,49.36627902,nan,0.25,Visual
0.031,2.03E-03,0.33,8.25,2.64,112,133.8094294,nan,0.25,Visual
0.028,2.00E-03,0.18,9,4.58,59,75.69066563,nan,0.25,Visual
0.026,8.84E-05,0.15,15,1.34,13,17.09921051,nan,0.25,Visual
0.025,4.10E-04,0.09,9,2.64,14,17.11467791,nan,0.25,Visual
0.021,6.89E-04,0.18,9,2.64,36,44.36631587,nan,0.25,Visual
0.027,1.77E-03,0.33,8.25,2.64,99,124.8785231,nan,0.25,Visual
0.023,1.65E-03,0.18,9,4.58,55,68.60049143,nan,0.25,Visual
0.024,8.16E-05,0.15,15,1.34,12,16.42839006,nan,0.25,Visual
0.018,5.08E-03,0.671,3.95,2.66,265,297.5424009,nan,0.56,Visual
0.025,4.98E-03,0.571,4.76,2.66,225,275.211954,nan,0.46,Visual
0.021,3.21E-03,0.326,3.62,2.7,102,110.0627313,nan,1.13,Visual
0.021,3.21E-03,0.326,3.62,2.7,102,110.0627313,nan,1.13,Visual
0.034,1.01E-02,0.221,1.1,2.49,65,73.03806261,nan,0.9,Visual
0.024,1.74E-03,0.163,3.26,2.45,33,38.43121071,nan,0.98,Visual
0.024,1.74E-03,0.163,3.26,2.45,33,38.43121071,nan,0.98,Visual
0.094,1.09E-04,0.0066,9.43,2.65,0.7,0.661100885,nan,0.2,Visual
0.121,1.60E-04,0.0066,8.25,2.65,0.79,0.750004032,nan,0.2,Visual
0.127,2.10E-04,0.0066,6.6,2.65,0.81,0.7683742,nan,0.2,Visual
0.122,4.03E-04,0.0066,3.3,2.65,0.79,0.753096846,nan,0.2,Visual
0.126,6.24E-04,0.0066,2.2,2.65,0.81,0.765343126,nan,0.2,Visual
0.155,1.02E-04,0.0045,11.25,2.65,0.48,0.47790286,nan,0.2,Visual
0.147,1.46E-04,0.0045,7.5,2.65,0.47,0.465406504,nan,0.2,Visual
0.134,1.77E-04,0.0045,5.62,2.65,0.45,0.444153485,nan,0.2,Visual
0.127,2.10E-04,0.0045,4.5,2.65,0.44,0.432589169,nan,0.2,Visual
0.14,4.62E-04,0.0045,2.25,2.65,0.46,0.454190241,nan,0.2,Visual
0.14,6.93E-05,0.003,10,2.65,0.27,0.247229853,nan,0.2,Visual
0.133,8.78E-05,0.003,7.5,2.65,0.27,0.240969853,nan,0.2,Visual
0.164,1.35E-04,0.003,6,2.65,0.29,0.267583183,nan,0.2,Visual
0.161,2.13E-04,0.003,3.75,2.65,0.29,0.26512448,nan,0.2,Visual
0.165,2.72E-04,0.003,3,2.65,0.28,0.268397746,nan,0.2,Visual
0.198,6.53E-05,0.0015,7.5,2.65,0.12,0.10395,nan,0.2,Visual
0.07,4.87E-04,0.0076,1.9,2.74,0.77,0.723864153,nan,0.2,Visual
0.062,4.32E-04,0.0076,1.9,2.74,0.71,0.68124589,nan,0.2,Visual
0.055,2.87E-04,0.0053,1.77,2.74,0.39,0.374017684,nan,0.2,Visual
0.07,3.65E-04,0.0053,1.77,2.74,0.44,0.421948854,nan,0.2,Visual
0.061,2.12E-04,0.0042,2.1,2.74,0.29,0.277604508,nan,0.2,Visual
0.068,2.37E-04,0.0042,2.1,2.74,0.3,0.293100159,nan,0.2,Visual
0.063,2.19E-04,0.0033,1.65,2.74,0.2,0.196484749,nan,0.2,Visual
0.076,2.64E-04,0.0033,1.65,2.74,0.22,0.215806921,nan,0.2,Visual
0.092,1.60E-04,0.0024,2.4,2.74,0.15,0.147264626,nan,0.2,Visual
0.087,1.51E-04,0.0024,2.4,2.74,0.15,0.143206968,nan,0.2,Visual
0.14,2.44E-04,0.0016,1.6,2.74,0.1,0.098885281,nan,0.2,Visual
0.03,5.94E-03,0.056,0.47,2.65,9.4,9.262819821,nan,0.44,Visual
0.113,3.73E-03,0.01,0.5,2.65,1.5,1.351743319,nan,0.44,Visual
0.036,5.35E-03,0.04,0.44,2.65,6.1,6.073147718,nan,0.44,Visual
0.053,2.62E-03,0.019,0.63,2.65,2.5,2.418117766,nan,0.44,Visual
0.079,3.56E-03,0.014,0.47,2.5,1.8,1.791471094,nan,0,Visual
0.178,2.64E-02,0.1,1.11,2.65,0.13,53.6225861,nan,0.44,Visual
0.156,6.18E-02,0.188,0.78,2.65,0.3,129.1897568,nan,0.44,Visual
0.135,8.46E-02,0.286,0.75,2.65,0.55,225.5850722,nan,0.44,Visual
0.172,1.14E-02,0.056,1.4,2.65,0.054,22.100458,nan,0.44,Visual
0.11,1.82E-02,0.1,1,2.65,0.78,42.17463693,nan,0.44,Visual
0.092,4.55E-02,0.188,0.63,2.65,1.9,99.68680455,nan,0.44,Visual
0.141,9.31E-03,0.056,1.4,2.65,0.38,20.0099778,nan,0.44,Visual
0.086,5.82E-02,0.286,0.7,2.65,3.4,180.6804723,nan,0.44,Visual
0.091,3.75E-02,0.286,1.14,2.65,3.4,185.2098881,nan,0.44,Visual
0.134,1.55E-02,0.1,1.43,2.65,0.86,46.57195272,nan,0.44,Visual
0.143,7.08E-03,0.056,1.87,2.65,0.38,20.16937712,nan,0.44,Visual
0.11,2.90E-02,0.188,1.17,2.65,2,108.4831092,nan,0.44,Visual
0.14,9.24E-03,0.056,1.4,2.65,0.8,19.93889417,nan,0.44,Visual
0.069,3.53E-02,0.286,0.92,2.65,6.4,161.3319373,nan,0.44,Visual
0.086,2.55E-02,0.188,1.04,2.65,3.8,95.92128918,nan,0.44,Visual
0.106,1.57E-02,0.1,1.11,2.65,1.6,41.38001909,nan,0.44,Visual
0.03,2.25E-07,0.036,2400,1.5,2.5,2.618860821,nan,1.8,Visual
0.07,5.25E-07,0.035,2333.33,1.5,3.6,3.834853842,nan,2,Visual
0.047,5.41E-07,0.035,1521.74,1.5,3,3.142310956,nan,2.2,Visual
0.025,1.66E-03,0.05,1.25,2.66,7.1,7.130042076,nan,0.5,Visual
0.021,1.49E-03,0.05,1.25,2.77,6.6,6.747832985,nan,0.5,Visual
0.025,1.73E-03,0.05,1.25,2.73,7.3,7.27882202,nan,0.5,Visual
0.022,1.32E-03,0.05,1.25,2.5,6.2,6.358065744,nan,0.5,Visual
